,CIRCUIT,DISTRICT,TRANSOFF,ORIGIN,JURIS,JURY,COUNTY,PROCPROG,DISP,JUDGMENT
4934324,9,78,-8,1,3,7,32003,10,19,-8
4934424,9,78,-8,1,3,7,32003,10,2,-8
4934705,9,78,-8,1,3,0,32003,4,14,-8
4934758,9,78,-8,1,3,0,32003,3,13,-8
4934792,9,78,-8,1,3,0,32003,3,14,-8
4934963,9,78,-8,1,1,0,32003,1,13,-8
4935284,9,78,-8,1,3,0,32003,2,14,-8
4935434,9,78,-8,1,3,0,32003,1,14,-8
4935518,9,78,-8,1,3,0,32003,4,6,1
4936069,9,78,-8,5,3,0,32031,3,0,-8
4936126,9,78,-8,1,3,0,32031,1,17,-8
4936161,9,78,-8,1,1,0,32031,1,0,-8
4936193,9,78,-8,5,3,0,32031,1,0,-8
4936203,9,78,-8,1,3,0,32031,10,19,-8
4936208,9,78,-8,1,3,0,32031,10,14,-8
4936253,9,78,-8,1,3,0,32031,10,19,-8
4936260,9,78,-8,1,3,0,32031,4,6,-8
4936261,9,78,-8,1,3,0,32031,4,6,-8
4936303,9,78,-8,1,3,0,32031,10,14,-8
4936964,9,79,-8,4,3,0,41051,3,14,-8
4937220,9,79,-8,2,3,0,41051,10,13,-8
4937427,9,79,-8,1,3,0,41051,2,14,-8
4937442,9,79,-8,1,3,0,41051,10,13,-8
4937443,9,79,-8,1,3,0,41051,10,13,-8
4937445,9,79,-8,1,3,0,41051,10,13,-8
4937538,9,79,-8,1,3,0,41051,1,0,-8
4937691,9,79,-8,1,3,0,41051,10,3,-8
4937755,9,79,-8,1,3,0,88888,2,19,2
4938011,9,79,-8,1,3,0,41051,3,14,-8
4938141,9,79,-8,1,3,0,41051,1,17,-8
4938145,9,79,-8,1,3,0,41051,10,17,2
4938721,9,79,-8,1,3,0,41039,11,17,2
4939092,9,80,-8,1,3,0,53063,10,16,-8
4939188,9,80,-8,1,3,0,53077,2,19,-8
4939189,9,80,-8,1,3,0,53077,2,14,-8
4939190,9,80,-8,1,3,0,53077,2,14,-8
4939191,9,80,-8,1,3,0,53077,2,14,-8
4939192,9,80,-8,1,3,0,53077,2,14,-8
4939193,9,80,-8,1,3,0,53077,2,14,-8
4939194,9,80,-8,1,3,0,53077,2,14,-8
4939765,9,81,-8,4,3,0,53033,10,20,-8
4939938,9,81,-8,1,3,0,53033,4,6,2
4940066,9,81,-8,1,3,0,53033,10,13,-8
4940323,9,81,-8,1,3,0,53033,12,19,2
4940382,9,81,-8,1,3,0,53033,2,6,1
4940547,9,81,-8,1,3,0,53033,4,6,1
4940717,9,81,-8,1,3,0,53033,2,14,-8
4940892,9,81,-8,1,3,0,53033,2,14,-8
4940903,9,81,-8,1,3,0,53033,2,13,-8
4940908,9,81,-8,1,3,0,53033,1,2,-8
4940977,9,81,-8,1,3,0,53033,2,14,-8
4940983,9,81,-8,1,3,0,53033,4,6,2
4940991,9,81,-8,1,3,0,53033,2,14,-8
4941270,9,81,-8,1,3,0,53033,1,13,-8
4941331,9,81,-8,1,3,0,53033,1,14,-8
4941806,9,81,-8,1,3,0,53053,2,2,-8
4941944,9,81,-8,1,3,0,53053,2,19,-8
4941982,9,81,-8,1,3,0,53053,2,2,-8
4941983,9,81,-8,4,3,0,53053,10,19,-8
4942081,9,81,-8,1,3,0,53053,2,13,-8
4942150,9,81,-8,1,3,0,53009,2,14,-8
4942452,9,81,-8,1,3,0,53053,2,14,-8
4942472,9,81,-8,1,3,0,53053,10,14,-8
4942485,9,81,-8,1,3,0,53053,10,14,-8
4942773,10,82,-8,3,3,0,88888,4,19,-8
4943087,10,82,-8,1,3,0,88888,4,19,-8
4943124,10,82,-8,1,3,0,88888,4,19,-8
4943263,10,82,-8,4,3,0,8031,4,6,-8
4943368,10,82,-8,1,3,0,8005,4,19,-8
4943571,10,82,-8,1,3,0,88888,12,6,-8
4943637,10,82,-8,1,3,0,8005,4,20,-8
4943647,10,82,-8,1,3,0,8031,4,20,-8
4943661,10,82,-8,1,3,0,8005,12,14,-8
4943745,10,82,-8,1,3,0,8031,4,20,-8
4943796,10,82,-8,1,3,0,88888,4,19,-8
4943861,10,82,-8,1,2,0,8005,12,13,-8
4943881,10,82,-8,1,3,0,88888,4,19,-8
4943975,10,82,-8,1,3,0,8101,4,19,-8
4944047,10,82,-8,1,3,0,88888,10,18,-8
4944164,10,82,-8,1,3,0,88888,2,20,2
4944367,10,82,-8,1,3,0,8031,4,19,-8
4944401,10,82,-8,1,3,0,8041,4,20,-8
4944434,10,82,-8,1,3,0,88888,4,19,-8
4944519,10,82,-8,1,3,0,8111,4,19,-8
4944534,10,82,-8,1,3,0,88888,2,13,-8
4944630,10,82,-8,1,3,0,8014,2,13,-8
4944644,10,82,-8,1,3,0,88888,12,14,-8
4945155,10,82,-8,1,3,0,8041,12,12,-8
4945550,10,83,-8,1,3,0,20209,1,14,-8
4945865,10,83,-8,1,3,0,20209,2,20,-8
4945866,10,83,-8,1,3,0,20209,2,20,-8
4945867,10,83,-8,1,3,0,20209,2,20,-8
4945868,10,83,-8,1,3,0,20209,2,20,-8
4945937,10,83,-8,1,3,0,20209,2,20,-8
4945977,10,83,-8,1,3,0,20209,1,17,-8
4945979,10,83,-8,1,3,0,20209,2,20,-8
4946010,10,83,-8,4,2,0,20001,10,14,-8
4946289,10,83,-8,1,2,0,20177,10,19,-8
4946548,10,83,-8,4,3,0,20173,4,20,-8
4946570,10,83,-8,1,3,0,20173,1,0,-8
4946728,10,83,-8,1,3,0,20173,2,13,-8
4946852,10,83,-8,1,3,0,20173,1,12,-8
4946871,10,83,-8,1,3,0,20173,2,3,-8
4947094,10,84,-8,1,3,0,35001,1,14,-8
4947798,10,84,-8,1,3,0,35001,4,19,-8
4947865,10,84,-8,1,3,0,35001,4,19,2
4948047,10,84,-8,1,3,0,35001,4,19,-8
4948065,10,84,-8,1,3,0,35001,4,11,-8
4948172,10,84,-8,1,3,0,35001,4,12,-8
4948238,10,85,-8,4,3,0,40143,10,11,-8
4948469,10,85,-8,1,3,0,88888,2,14,-8
4948565,10,85,-8,1,3,0,40143,10,14,-8
4948717,10,85,-8,1,3,0,40143,2,20,-8
4948726,10,85,-8,1,3,0,40143,10,19,2
4948871,10,85,-8,1,3,0,40109,2,6,-8
4948880,10,85,-8,1,3,0,40143,12,13,-8
4948905,10,85,-8,1,3,0,40143,2,13,-8
4949559,10,86,-8,1,3,0,40133,2,17,-8
4949639,10,86,-8,1,3,0,40101,1,12,-8
4949643,10,86,-8,1,3,0,40101,1,12,-8
4949644,10,86,-8,1,3,0,40101,1,12,-8
4949736,10,87,-8,1,3,0,40109,1,12,-8
4950051,10,87,-8,1,3,0,40109,4,11,-8
4950142,10,87,-8,1,3,0,40109,2,14,-8
4950215,10,87,-8,1,3,0,40109,10,19,-8
4950222,10,87,-8,1,3,0,40109,10,14,-8
4950598,10,87,-8,1,3,0,40109,1,12,-8
4950693,10,87,5,1,3,0,40109,1,12,-8
4950810,10,87,-8,1,3,0,40109,11,11,-8
4950959,10,87,-8,1,3,0,40109,10,17,2
4950960,10,87,-8,1,3,0,40109,10,17,2
4951034,10,87,-8,1,3,0,40109,2,18,-8
4951897,10,88,-8,1,3,0,49035,10,14,-8
4951898,10,88,-8,1,3,0,49035,2,14,-8
4951942,10,88,-8,1,3,0,49035,10,19,-8
4952037,10,88,-8,1,3,0,49035,10,12,-8
4952156,10,88,-8,1,3,0,49035,10,19,-8
4952173,10,88,-8,1,3,0,49035,10,17,-8
4952216,10,88,-8,1,3,0,49035,10,14,-8
4952312,10,88,-8,1,3,0,49035,2,12,-8
4952777,11,25,-8,1,3,0,1055,2,11,-8
4952851,11,25,-8,1,3,0,1015,10,13,-8
4952885,11,25,-8,1,3,0,1015,10,14,-8
4952887,11,25,-8,1,3,0,1073,2,14,-8
4952888,11,25,-8,1,3,0,1015,2,19,-8
4952932,11,25,-8,1,3,0,1029,2,14,-8
4952995,11,25,-8,1,3,0,1073,2,11,-8
4953379,11,25,-8,1,3,0,1073,1,19,-8
4953386,11,25,-8,4,3,0,1073,10,11,-8
4953822,11,25,-8,1,3,0,1073,10,14,-8
4953848,11,25,-8,1,3,0,1073,4,6,-8
4953997,11,25,-8,1,3,0,1125,12,14,-8
4954065,11,25,-8,1,3,0,1073,10,13,-8
4954176,11,25,-8,1,3,0,1073,12,14,-8
4954215,11,25,-8,1,3,0,1073,2,14,-8
4954223,11,25,-8,1,3,0,1073,10,2,-8
4954789,11,25,-8,4,3,0,1103,10,11,-8
4955129,11,25,-8,1,3,0,1103,10,19,-8
4956266,11,26,-8,1,3,0,1069,10,17,-8
4956890,11,26,-8,1,3,0,1101,10,11,-8
4957240,11,26,-8,1,3,0,1101,1,12,-8
4957498,11,26,-8,1,3,0,1113,1,13,-8
4958068,11,27,-8,1,3,0,1097,10,19,-8
4958083,11,27,-8,1,3,0,1097,2,14,-8
4958257,11,27,-8,1,3,0,1097,10,19,-8
4958265,11,27,-8,1,3,0,1097,1,12,-8
4958310,11,27,-8,1,3,0,1097,10,19,-8
4958311,11,27,-8,1,3,0,1097,10,19,-8
4958607,11,28,-8,1,3,0,12001,10,19,2
4958708,11,28,-8,1,3,0,12001,10,20,-8
4958999,11,28,-8,1,3,0,12033,2,14,-8
4959093,11,28,-8,1,3,0,12113,10,14,-8
4959143,11,28,-8,1,3,0,12091,2,14,-8
4959990,11,28,-8,1,3,0,12005,10,19,-8
4959991,11,28,-8,4,3,0,12005,10,19,-8
4960388,11,33,-8,1,3,0,12021,2,11,-8
4960487,11,33,-8,1,3,0,12021,1,18,-8
4960488,11,33,-8,1,3,0,12071,2,18,-8
4960497,11,33,-8,1,3,0,12021,10,11,-8
4960498,11,33,-8,1,2,0,12021,2,11,-8
4960513,11,33,-8,1,3,0,12021,10,11,-8
4960514,11,33,-8,1,2,0,12071,10,11,-8
4960657,11,33,-8,1,3,0,12021,10,12,-8
4960712,11,33,-8,1,3,0,12021,10,12,-8
4961062,11,33,-8,1,3,0,12031,10,20,-8
4961168,11,33,-8,1,3,0,12031,2,17,-8
4961231,11,33,-8,1,3,0,12031,2,18,-8
4961319,11,33,-8,1,3,0,12031,10,2,-8
4961375,11,33,-8,1,3,0,12023,10,11,-8
4961379,11,33,-8,1,3,0,12031,10,19,-8
4961635,11,33,-8,1,3,0,12107,3,14,-8
4961647,11,33,-8,1,3,0,12031,12,14,-8
4961749,11,33,-8,1,3,0,12031,1,13,-8
4962778,11,33,-8,1,3,0,12127,1,11,-8
4962858,11,33,-8,1,3,0,12093,10,12,-8
4962870,11,33,-8,1,3,0,12095,10,14,-8
4962998,11,33,-8,1,3,0,12095,10,2,-8
4963074,11,33,-8,1,3,0,12095,1,0,-8
4963188,11,33,-8,1,3,0,12095,10,11,-8
4963231,11,33,-8,1,3,0,12001,10,12,-8
4963241,11,33,-8,1,3,0,12127,10,3,-8
4963268,11,33,-8,1,2,0,12095,10,14,-8
4963301,11,33,-8,1,3,0,12095,10,14,-8
4963307,11,33,-8,1,3,0,12127,4,19,-8
4963371,11,33,-8,1,3,0,88888,10,14,-8
4963413,11,33,-8,1,3,0,12009,10,12,-8
4963475,11,33,-8,1,3,0,12095,2,19,-8
4963476,11,33,-8,1,3,0,12011,2,19,-8
4963494,11,33,-8,1,3,0,12095,10,19,-8
4963498,11,33,-8,1,3,0,12095,10,19,-8
4963499,11,33,-8,1,3,0,12095,10,19,-8
4963605,11,33,-8,1,3,0,12117,1,19,-8
4963650,11,33,-8,1,3,0,12095,2,14,-8
4963656,11,33,-8,1,3,0,12127,4,11,-8
4963657,11,33,-8,1,3,0,12095,10,17,1
4963667,11,33,-8,1,3,0,12127,2,19,-8
4963668,11,33,-8,4,3,0,12127,4,19,-8
4963697,11,33,-8,1,3,0,12117,10,19,2
4963803,11,33,-8,1,3,0,12095,10,17,3
4963810,11,33,-8,1,3,0,12095,1,14,-8
4963899,11,33,-8,1,3,0,12011,10,14,-8
4963967,11,33,-8,1,3,0,12095,4,19,-8
4963970,11,33,-8,1,3,0,12127,10,11,-8
4964052,11,33,-8,1,3,0,12095,10,12,-8
4964076,11,33,-8,1,3,0,12095,2,18,-8
4964080,11,33,-8,1,3,0,12095,10,18,-8
4964089,11,33,-8,1,3,0,12095,1,18,-8
4965233,11,33,-8,1,3,0,12057,4,19,-8
4965356,11,33,-8,1,3,0,12057,4,19,2
4965374,11,33,-8,1,2,0,12057,10,12,-8
4965441,11,33,-8,1,3,0,12057,12,11,-8
4965688,11,33,-8,3,1,0,12057,10,11,-8
4965871,11,33,-8,1,3,0,12057,10,19,2
4966074,11,33,-8,1,3,0,88888,10,17,2
4966083,11,33,-8,1,3,0,12083,1,13,-8
4966176,11,33,-8,1,3,0,12057,4,20,-8
4966247,11,33,-8,1,3,0,12057,10,12,-8
4966291,11,33,-8,1,3,0,88888,2,2,-8
4966453,11,33,-8,1,3,0,88888,2,18,-8
4966499,11,33,-8,1,3,0,12001,4,19,-8
4966572,11,33,-8,1,3,0,88888,4,14,-8
4966691,11,33,-8,1,3,0,12057,10,19,2
4966760,11,33,-8,1,3,0,12103,2,19,-8
4966761,11,33,-8,1,3,0,12103,2,18,-8
4966796,11,33,-8,1,3,0,12057,2,19,-8
4966879,11,33,-8,1,3,0,12057,2,14,-8
4967087,11,33,-8,1,3,0,12103,4,19,-8
4967125,11,33,-8,1,3,0,12057,12,14,-8
4967342,11,33,-8,1,3,0,12053,2,19,-8
4967346,11,33,-8,1,3,0,12057,2,12,-8
4967368,11,33,-8,1,3,0,88888,10,19,-8
4967828,11,34,-8,1,3,0,12011,5,19,-8
4967836,11,34,-8,1,3,0,12011,5,17,-8
4967852,11,34,-8,4,3,0,12011,10,14,-8
4967943,11,34,-8,1,3,0,12011,2,20,-8
4968059,11,34,-8,1,3,0,12011,4,19,-8
4968397,11,34,-8,1,3,0,12011,2,19,-8
4968438,11,34,-8,1,3,0,12011,2,19,-8
4968439,11,34,-8,4,3,0,12011,4,19,-8
4968705,11,34,-8,1,3,0,12011,1,18,-8
4968879,11,34,-8,1,3,0,12011,2,18,-8
4968919,11,34,-8,1,3,0,12011,1,18,-8
4969027,11,34,-8,1,3,0,12011,2,18,-8
4969089,11,34,-8,1,3,0,12011,2,12,-8
4969093,11,34,-8,1,3,0,12011,2,18,-8
4969164,11,34,-8,1,3,0,12011,2,18,-8
4969206,11,34,-8,1,3,0,12011,2,19,-8
4969243,11,34,-8,1,3,0,12011,2,13,-8
4969244,11,34,-8,1,3,0,12011,2,18,-8
4969273,11,34,-8,1,3,0,12011,2,12,-8
4969278,11,34,-8,1,3,0,12011,2,19,-8
4969305,11,34,-8,1,3,0,12011,2,20,-8
4969353,11,34,-8,1,3,0,12011,2,20,-8
4969484,11,34,-8,1,3,0,12011,10,18,-8
4969491,11,34,-8,1,3,0,12011,2,18,-8
4969495,11,34,-8,1,3,0,12011,1,18,-8
4970033,11,34,-8,1,3,0,12025,4,14,-8
4970092,11,34,-8,1,3,0,12025,4,19,-8
4970188,11,34,-8,1,3,0,12025,10,17,-8
4970244,11,34,-8,1,3,0,12025,1,19,-8
4970254,11,34,-8,1,3,0,12025,2,19,-8
4970423,11,34,-8,1,3,0,12025,1,19,-8
4970989,11,34,-8,1,3,0,12025,10,19,-8
4971234,11,34,-8,1,3,0,12025,2,19,-8
4971315,11,34,-8,1,3,0,12011,2,19,-8
4971349,11,34,-8,1,3,0,12025,1,2,-8
4971383,11,34,-8,1,3,0,12025,2,6,-8
4971576,11,34,-8,1,3,0,12025,2,19,-8
4971706,11,34,-8,1,3,0,12025,2,19,-8
4971945,11,34,-8,1,3,0,12025,10,19,-8
4971946,11,34,-8,1,3,0,12025,10,11,-8
4972728,11,34,-8,1,3,0,12025,11,2,-8
4972729,11,34,-8,1,3,0,12025,2,18,-8
4972730,11,34,-8,1,3,0,12025,11,18,-8
4973594,11,34,-8,1,3,0,12099,10,13,-8
4973595,11,34,-8,1,3,0,12099,10,13,-8
4973596,11,34,-8,1,3,0,12099,5,13,-8
4973627,11,34,-8,1,3,0,12099,4,19,-8
4973651,11,34,-8,1,3,0,12099,1,13,-8
4973660,11,34,-8,1,3,0,12099,1,19,-8
4973682,11,34,-8,1,3,0,12099,10,13,-8
4973724,11,34,-8,1,3,0,12099,2,14,-8
4973738,11,34,-8,1,3,0,12099,2,14,-8
4973785,11,34,-8,1,3,0,12099,4,19,-8
4973786,11,34,-8,1,3,0,12099,2,20,-8
4973787,11,34,-8,4,3,0,12099,2,13,-8
4973860,11,34,-8,1,3,0,12099,4,12,-8
4973899,11,34,-8,1,3,0,12099,4,11,-8
4973919,11,34,-8,1,3,0,12099,2,19,-8
4973920,11,34,-8,1,3,0,12099,2,19,-8
4973929,11,34,-8,1,3,0,12099,2,19,-8
4973970,11,34,-8,1,3,0,12099,10,13,-8
4973971,11,34,-8,1,3,0,12099,10,13,-8
4973976,11,34,-8,1,3,0,12099,2,20,-8
4973984,11,34,-8,1,3,0,12099,10,19,-8
4974008,11,34,-8,4,3,0,12099,4,18,-8
4974058,11,34,-8,1,3,0,12099,10,13,-8
4974060,11,34,-8,1,3,0,12099,2,19,-8
4974119,11,34,-8,1,3,0,12099,10,13,-8
4974138,11,34,-8,1,3,0,12099,10,18,-8
4974169,11,34,-8,1,3,0,12099,2,13,-8
4974180,11,34,-8,1,3,0,12099,5,19,-8
4974185,11,34,-8,1,3,0,12099,10,13,-8
4974302,11,34,-8,1,3,0,12099,2,18,-8
4974383,11,34,-8,1,3,0,12099,10,20,-8
4974384,11,34,-8,1,3,0,12099,1,2,-8
4974407,11,34,-8,1,3,0,12099,1,14,-8
4974408,11,34,-8,4,3,0,12099,10,14,-8
4974437,11,34,-8,1,3,0,12099,10,18,-8
4974438,11,34,-8,1,3,0,12099,10,14,-8
4974439,11,34,-8,1,3,0,12099,10,14,-8
4974449,11,34,-8,1,3,0,12099,10,18,-8
4974493,11,34,-8,1,3,0,12099,2,18,-8
4974691,11,34,-8,1,3,0,12099,10,19,-8
4974742,11,34,-8,1,3,0,12099,10,14,-8
4974864,11,34,-8,1,3,0,12099,2,13,-8
4974931,11,34,-8,1,3,0,12099,1,14,-8
4975271,11,35,-8,1,3,0,13121,10,20,1
4975297,11,35,-8,8,3,0,13121,10,19,2
4975498,11,35,-8,1,3,0,13121,10,19,-8
4975599,11,35,-8,1,3,0,13121,10,19,-8
4975627,11,35,-8,4,3,0,13121,1,17,-8
4976159,11,35,-8,1,3,0,13077,2,18,-8
4976177,11,35,-8,1,3,0,13121,10,20,-8
4976244,11,35,-8,1,3,0,13121,1,19,-8
4976289,11,35,-8,1,3,0,13121,2,14,-8
4976290,11,35,-8,1,3,0,13121,2,14,-8
4976401,11,35,-8,1,3,0,13247,10,14,-8
4976402,11,35,-8,1,3,0,13247,10,14,-8
4976574,11,35,-8,1,3,0,13113,10,14,-8
4976586,11,35,-8,1,3,0,13121,4,6,2
4976631,11,35,-8,1,3,0,13121,2,18,-8
4976650,11,35,-8,1,3,0,13121,2,14,-8
4976911,11,35,-8,1,2,0,13121,10,19,-8
4976946,11,35,-8,1,3,0,13121,4,6,-8
4976949,11,35,-8,1,3,0,13121,2,12,-8
4976976,11,35,-8,1,3,0,13121,1,13,-8
4977135,11,35,-8,1,3,0,13121,2,19,-8
4977140,11,35,-8,1,3,0,13121,2,11,-8
4977141,11,35,-8,1,3,0,13121,1,14,-8
4977221,11,35,-8,1,3,0,13121,2,2,-8
4977304,11,35,-8,1,3,0,13121,2,3,-8
4977365,11,35,-8,1,3,0,13121,10,17,2
4977452,11,35,-8,1,3,0,13121,10,20,-8
4977455,11,35,-8,1,3,0,13121,2,19,-8
4977493,11,35,-8,1,3,0,13121,2,14,-8
4977500,11,35,-8,1,3,0,13121,10,13,-8
4977515,11,35,-8,1,3,0,13121,2,14,-8
4977679,11,35,-8,1,3,0,13121,1,14,-8
4977772,11,35,-8,1,3,0,13121,2,14,-8
4977773,11,35,-8,1,3,0,13121,3,12,-8
4977849,11,35,-8,1,3,0,13121,2,11,-8
4977937,11,35,-8,1,3,0,13121,2,17,-8
4977961,11,35,-8,1,3,0,13121,1,18,2
4978063,11,35,-8,1,3,0,13121,10,14,-8
4978071,11,35,-8,1,3,0,13121,2,6,2
4978099,11,35,-8,1,3,0,13121,2,14,-8
4978112,11,35,-8,1,3,0,13121,2,18,-8
4978560,11,35,-8,1,3,0,13113,2,14,-8
4978582,11,35,-8,1,3,0,13045,3,12,-8
4978816,11,35,-8,1,3,0,13115,2,14,-8
4978817,11,35,-8,1,3,0,13313,2,14,-8
4978821,11,35,-8,1,3,0,13115,10,19,-8
4978874,11,35,-8,1,3,0,88888,2,19,2
4978875,11,35,-8,3,3,0,88888,2,3,-8
4978880,11,35,-8,1,3,0,13129,2,12,-8
4979020,11,36,-8,1,3,0,13095,3,19,2
4979026,11,36,-8,1,3,0,13095,10,12,-8
4979192,11,36,-8,1,3,0,13059,10,18,-8
4979203,11,36,-8,1,3,0,13059,1,14,-8
4979295,11,36,-8,1,3,0,13215,10,19,-8
4979321,11,36,-8,1,3,0,13215,10,17,2
4979336,11,36,-8,1,3,0,13215,4,19,-8
4979353,11,36,-8,1,3,0,13215,10,19,-8
4979412,11,36,-8,1,3,0,13021,10,14,-8
4979590,11,36,-8,1,3,0,13007,10,19,2
4979679,11,36,-8,1,3,0,13235,10,14,-8
4979683,11,36,-8,1,3,0,13007,10,14,-8
4980113,11,37,-8,1,3,0,13245,10,17,-8
4980119,11,37,-8,1,3,0,13073,10,20,-8
4980142,11,37,-8,1,3,0,13245,10,11,-8
4980591,11,37,-8,1,3,0,13127,2,14,-8
4980847,11,37,-8,1,3,0,13051,4,14,-8
4980869,11,37,-8,1,3,0,13051,10,17,-8
4980931,11,37,-8,1,3,0,13051,2,14,-8
4981048,11,37,4,1,3,0,13051,2,14,-8
4981701,0,90,-8,4,2,0,88888,2,14,-8
4982101,0,90,-8,1,3,0,11001,1,6,2
4982232,0,90,-8,1,3,7,11001,2,19,0
4982655,0,90,-8,1,3,7,11001,1,14,-8
4982823,0,90,-8,1,3,7,11001,2,14,-8
4982895,0,90,-8,1,3,7,11001,1,6,2
4982974,0,90,-8,1,3,7,11001,12,14,-8
4983019,0,90,-8,1,3,7,11001,2,14,-8
4983394,0,90,-8,1,3,7,11001,2,2,-8
4983527,0,90,-8,1,3,7,11001,2,14,-8
4984123,1,0,-8,1,3,7,23005,4,14,-8
4984124,1,0,-8,1,3,7,23005,4,14,-8
4984166,1,0,-8,1,3,7,23005,1,12,-8
4984387,1,1,-8,1,3,0,25025,5,11,-8
4984772,1,1,-8,4,3,7,25025,4,13,-8
4985217,1,1,-8,1,3,7,25025,12,12,-8
4985271,1,1,-8,1,3,7,25023,2,14,-8
4985305,1,1,-8,1,3,7,25025,2,14,-8
4985364,1,1,-8,1,3,7,25023,2,14,-8
4985442,1,1,-8,1,3,7,25017,1,19,0
4985444,1,1,-8,1,3,7,25025,1,13,-8
4985464,1,1,-8,1,3,7,25023,2,2,-8
4985528,1,1,-8,1,3,7,25025,10,17,1
4985530,1,1,-8,1,3,7,25025,4,11,-8
4985531,1,1,-8,1,3,7,25025,4,17,1
4985669,1,1,-8,1,3,7,25025,4,6,2
4985733,1,1,-8,1,3,7,25025,1,12,-8
4985901,1,1,-8,1,3,7,25025,10,13,-8
4985906,1,1,-8,1,3,7,25025,2,12,-8
4985945,1,1,-8,1,3,7,25025,2,3,-8
4985950,1,1,-8,1,3,7,25025,2,18,0
4986032,1,1,-8,1,3,7,25025,10,14,-8
4986052,1,1,-8,1,3,7,25025,1,12,-8
4986103,1,1,-8,1,3,7,25025,10,14,-8
4986428,1,1,-8,1,3,7,25025,10,14,-8
4986695,1,1,-8,1,3,7,25003,4,19,0
4986847,1,1,-8,4,3,7,25027,1,19,0
4986848,1,1,-8,4,3,7,25027,1,19,0
4986932,1,1,-8,4,3,7,25027,2,20,0
4986954,1,1,-8,1,3,7,25027,10,14,-8
4986971,1,1,-8,1,3,7,25027,2,14,-8
4986986,1,1,-8,1,3,7,25027,2,19,0
4987055,1,1,-8,1,3,7,25027,12,13,-8
4987056,1,1,-8,1,3,7,25027,2,14,-8
4987309,1,2,-8,5,3,7,88888,12,13,-8
4987324,1,2,-8,5,3,7,88888,10,17,1
4987343,1,2,-8,1,3,7,88888,10,0,-8
4987461,1,2,-8,5,3,7,33015,2,19,0
4987504,1,2,-8,1,3,7,33011,2,19,0
4987537,1,2,-8,5,3,7,88888,2,14,-8
4987840,1,3,-8,1,3,7,44007,4,6,2
4987860,1,3,-8,1,3,7,44007,1,18,0
4987869,1,3,-8,1,3,7,44007,1,18,0
4987969,1,3,-8,1,2,7,44007,10,20,0
4988009,1,3,-8,1,3,7,44007,10,19,0
4988010,1,3,-8,1,3,7,44007,10,14,-8
4988011,1,3,-8,1,3,7,44007,1,14,-8
4988306,1,4,-8,1,3,0,72127,12,12,-8
4988373,1,4,-8,1,3,7,72127,4,19,0
4988430,1,4,-8,1,3,0,72127,4,2,-8
4988471,1,4,-8,1,3,0,72127,4,14,-8
4988544,1,4,-8,4,3,0,72127,2,14,-8
4988801,1,4,-8,1,3,0,72127,1,11,-8
4988975,1,4,-8,1,3,7,72127,10,11,-8
4988993,1,4,-8,1,3,7,72127,4,14,-8
4988994,1,4,-8,1,3,7,72127,1,14,-8
4988995,1,4,-8,1,3,7,72127,1,13,-8
4988996,1,4,-8,1,3,7,72127,12,14,-8
4988997,1,4,-8,4,3,7,72127,10,19,0
4988998,1,4,-8,1,3,7,72127,1,13,-8
4988999,1,4,-8,1,3,7,72127,10,14,-8
4989000,1,4,-8,1,3,7,72127,10,14,-8
4989001,1,4,-8,1,3,7,72127,10,19,0
4989002,1,4,-8,1,3,7,72127,4,14,-8
4989003,1,4,-8,1,3,7,72127,2,19,0
4989008,1,4,-8,1,3,7,72127,10,14,-8
4989009,1,4,-8,1,3,7,72127,1,11,-8
4989061,1,4,-8,1,3,7,72127,2,17,2
4989129,1,4,-8,1,3,7,72127,2,2,-8
4989190,1,4,-8,1,3,7,72127,10,14,-8
4989222,1,4,-8,1,3,7,72127,1,2,-8
4989269,1,4,-8,1,3,7,72127,10,19,0
4989270,1,4,-8,1,3,7,72127,1,14,-8
4989271,1,4,-8,1,3,7,72127,1,13,-8
4989272,1,4,-8,1,3,7,72127,2,14,-8
4989273,1,4,-8,1,3,7,72127,1,19,0
4989274,1,4,-8,1,3,7,72127,1,14,-8
4989275,1,4,-8,1,3,7,72127,10,19,0
4989298,1,4,-8,1,3,7,72127,2,17,2
4989306,1,4,-8,1,3,7,88888,2,14,-8
4989341,1,4,-8,1,3,7,72127,4,14,-8
4989487,1,4,-8,1,3,7,88888,2,2,-8
4989488,1,4,-8,1,3,7,72127,1,0,-8
4989538,1,4,-8,1,3,7,88888,1,12,-8
4989559,1,4,-8,1,3,7,72097,4,14,-8
4989563,1,4,-8,1,3,7,72137,4,13,-8
4989600,2,5,-8,5,3,0,9003,10,17,4
4989657,2,5,-8,1,3,0,9009,10,17,4
4989730,2,5,-8,1,3,0,9009,1,11,-8
4989775,2,5,-8,5,3,0,9001,1,19,0
4989875,2,5,-8,1,3,7,9009,10,19,0
4989876,2,5,-8,1,3,0,9009,10,19,0
4989881,2,5,-8,1,3,0,9001,10,17,4
4990045,2,5,-8,4,3,7,9001,10,19,0
4990210,2,5,-8,5,3,7,9009,2,19,0
4990677,2,5,-8,5,3,7,9003,12,6,2
4990732,2,5,-8,5,3,7,9003,1,0,-8
4990808,2,5,-8,5,3,7,9003,10,19,0
4991088,2,5,-8,5,3,7,9003,1,14,-8
4991158,2,5,-8,1,3,7,9001,1,14,-8
4991178,2,5,-8,5,3,7,9001,1,14,-8
4991198,2,5,-8,5,3,7,9009,1,12,-8
